Término,Frecuencia
manera yo me muero,4
ya todo ha terminado,4
que te,4
no temas que yo jamás te dejaría,4
yo no tiro piedras,4
"por eso, quiero",4
con mi llanto,4
y amor de lejos,4
porque has de saber,4
tony aguirre,4
cuanto más te pienso peor me va te quiero olvidar,4
por los radios,4
con ellas me mato,4
yo no soy farándula,4
y te vas sin decir adiós me dejas llorando,4
si mi corazón,4
para que me engaño,4
las luces me traen astral,4
nos tomamos varios tragos,4
con las limonadas verdes,4
que sueña con tenerte,4
que grites mi,4
dependiendo de tu calor,4
la raz?e,4
no quiero comprender,4
y no tengo alma de robot,4
pero te juro,4
como un perro abandonado,4
y mi corazón lloró,4
si tú no quieres,4
qué recuerdos,4
el reloj,4
se la llevo el tiburón,4
si no hay amor,4
mi padre,4
instagram pero yo lo sigo,4
pero el d?de,4
vidrios oscuros,4
ya tu voz se desvaneci?,4
chiquitita hermosa,4
te deseo lo mejor,4
yo camino derechito,4
sólo quiero,4
si le quieres,4
ni el cielo me contesta,4
eres linda y hechicera,4
ti voy,4
que yo a ti te traigo,4
esta noche me lo como completito,4
fanatismo sin ti yo no soy,4
como iba yo a saber,4
esta noche te doy serenata pa,4
me abandonas y nada perdonas,4
pero yo lo sigo su presencia,4
para tu buena suerte,4
eso de llamarte por las noches,4
la mandibula entumida asi me gusta,4
un san judas,4
no voy a dejar de fumar o solito me pueden,4
la felicidad no nos va a faltar,4
no voy a dejar de fumar,4
buscar doctor,4
de pena,4
de mis sueños dulce,4
tu piel cobija perfecta,4
el valor,4
me pongo loco sin tu amor,4
yo te necesito,4
no es facil comprender q alguien a nuestra edad este enamorada,4
de un amor,4
tú nadie más que tú te,4
tu número lo borré,4
el uno pa'l otro,4
los dedos engarrotados rigidos como las piedras,4
"de tanto que le he jalado, la nariz",4
pero la verdad me encanta,4
por que en esta noche,4
los accesorios todos empedrados,4
dice la gente,4
tú eres barbie,4
si tanto te amo porque chingados me alejo,4
mi mundo obscuro,4
mi nube viaja,4
francisco beltrán,4
me quite un poquito,4
como un sueño,4
de la vida,4
te la pelaste,4
solo sé que eres mi religión,4
ooh creo,4
de decirme que no es cierto que me odias,4
no me digas,4
todas las noches cuando agarro la botella,4
después te resignarás,4
dor abençoado seu nome,4
o curador de renome,4
no me voy a rendir,4
são palavras santas,4
"como tú, mi amigo",4
y tu amor traicionero,4
tu amor es mi fortuna,4
no encuentro salida,4
si mi nube,4
orgullo de mujer,4
tu amor me vuelve cordero,4
yo te miro,4
y me pongo,4
si no te tengo,4
de mis ojos,4
me enfiesto,4
del álamo,4
yo también diré,4
juan martha,4
el chapito,4
lo tengo pa' gastar blindado mi trocón que suene el reggaeton,4
"pero te amo te amo, te amo soy un idiota",4
no mar onde,4
no creo en el amor,4
somos dos extraños,4
clavamos pistola y cuernos,4
me río,4
escúchame bien yo me aferro,4
tu aliento me convierte en lobo,4
la vida es corta,4
a veces,4
si tú quieres,4
ya me he esforzado ya,4
un anhelo me sostiene sin flaquear,4
más amable pues creo indispensable confiarle algunas cosas no quiero que le pase,4
lo que pasó conmigo y usted pierda el cielo hoy que la ha conseguido,4
ah ah,4
le gusta mucho que le lleven serenata que la despierten con un beso en las mañanas que le regalen una hermosa rosa roja ese detalle es el que más la vuelve loca más nunca dude de su amor no es de esperarse ella,4
más fiel de lo que pueda imaginarse que,4
todo aquello que me tienes prometido,4
porque fuerte no soy,4
ya me he cansado ya,4
tambalea tambalea nuestro,4
que no me odies,4
te suplico,4
mi mundo se acabará,4
me la llevo,4
donde estas,4
me gustas tanto que ni te imaginas,4
cómo te va mi amor,4
miro tus ojos,4
pues sin ti,4
tra a,4
que me haces,4
y me dicen,4
que mi alegría,4
me traicionaste,4
mi voz se quiebra,4
no sé si el alcohol me ayude necesito,4
las morras,4
no me gusta la violencia,4
lo que hiciste,4
mi san judas,4
iván con el piyi,4
que tú me llamas,4
no me das,4
eres apenas una niña y empiezas aprender,4
a mis amigos,4
amado carrillo,4
pero sigo siendo el rey,4
mi tormento no puedo borrar tu mirada de mi pensamiento qué tienen tus ojos castaños que,4
me levantaste sanaste mi herida,4
los clientes,4
entre mis brazos,4
tony montana,4
no me hagas quererte,4
si yo ando loco nosé,4
zambada arriba los zambada,4
los verdes yo me gasto,4
lo entretienes se más sincera por esta vez desengañame desengañame estoy,4
que la noche,4
solo quiero estar contigo,4
porque el amor con amor,4
lo debes entender tenía que pasar si quieres un amor sincero aquí estoy yo yo sí te quiero de verdad son cosas del amor que te vaya bien que te vaya mal son cosas del amor que te hagan reír que te hagan llorar son cosas del amor que haya llegado yo a,4
por ti soy capaz de todo pa,4
porque algún día voy,4
me gusta el guaro,4
puro dos carnales,4
y eso es peor,4
si en algo una vez te fallo,4
no me guardes rencor dame tu mano y no me digas adiós,4
siempre volverás,4
como pika pika,4
yo no tengo,4
siempre volverás una y otra,4
pero no me duele quererte lo que lastima,4
vivir la vida buena,4
solitario por el mundo siempre voy,4
de tu ayer yo siento que la vida,4
que me ames que me extrañes yo quisiera entrar en tu corazón,4
hoy te voy,4
no me hubiera enamorado de esos tus hermosos,4
yo quisiera probar,4
dueño de tus ojos,4
me siento perdido,4
de amor,4
compartiendo nuestro tierno,4
don dimadon,4
me dices,4
o te recuerde en mi corazón,4
la bomba yo se la vuelvo,4
el tiempo y las horas,4
promesas tú me haces,4
nos viene enseñado a,4
alguien espía y yo sé,4
bien desvelado,4
sufrir y tus caricias,4
cuando por las noches no,4
no te hubiera hecho el amor,4
los dukes,4
el dulce sabor,4
no te hubiera dedicado tanto tiempo,4
de tus labios rojos yo quisiera entrar en tu corazón,4
trato de verme,4
porque sé,3
usted me,3
una mica,3
porque los días,3
pero será muy tarde,3
mi trabajo,3
familias unidas,3
estaban tucanes,3
a ti te,3
sabiendo que algun dia de estos tu vas a,3
te-de amar pues mi vida te amo te amo de verdad,3
si un día siente frío tu corazón,3
me vas a extrañar porque un amor,3
mi matamoros,3
la vida no hay mas amor si no vuelves conmigo yo voy a,3
que yo pueda olvidarte,3
te vas a acordar,3
pero todo en la vida,3
con rifle y granada,3
examen de tristeza,3
de todas nuestras travesuras,3
tú mi bello ángel,3
estos pistoleros matan,3
la muerte en sus almas,3
el bravo,3
la limpia,3
la tarde,3
porque los días que pasamos,3
sin remordimiento se mancha,3
su clave,3
mi trébol de buena suerte prefiero morir junto a ti a,3
los llevo en el corazón,3
el odio en sus venas,3
al mundo,3
tenerte paciencia tu locura,3
los donny's,3
te veré caer vendrás,3
sin tus besos,3
pero tú llegaste pa' cubrirme con tu abrigo,3
el mayo comanda,3
old navy ahora,3
mientras yo sufro la pena de vivir sin su amor ¿qué voy a hacer?,3
amiga mía,3
ala orden,3
mi amor te lo pido,3
las balas,3
la última,3
caçador chama,3
pero mi cabeza,3
tú sabes que yo soy del mundo,3
para armar este rompecabezas,3
voy a,3
christian louboutin,3
solo tú eres la persona,3
la confianza de su padre,3
un beso chiquitín,3
tú bebes agua,3
se me hizo vicio ver tus ojos,3
más me dejes quiero que me digas solamente quiero,3
"ay, amor bonito ay",3
porque como un idiota de ti me enamoré bendito,3
la muerte quiero que me abraces,3
de bar en bar,3
báilame lento no soy tu sugar daddy,3
prada bien,3
de mala racha cualquiera,3
aquel que jura haber herido ¿quién,3
sin tu calor pensando que,3
como soy buen jugador pierdo,3
apuesta deje mi corazón y mi vida,3
tal como eres y como sé que lo que haces te hace feliz tal,3
entre el cielo y el infierno solo,3
mi vida no se si un día sabrás lo hermosa que estas no hay riquezas,3
amigo necesito,3
la musica,3
a aquel el que te hace reír yo no lo puedo hacer vete,3
a aquel el que te hace feliz vete,3
quedar unidos,3
si todavía,3
los viejones bien entrados,3
yo te prometo,3
súbete a la troca,3
las morritas bien ondeadas,3
qué bonito quién,3
con el todopoderoso,3
con musica,3
chango chiflador chango,3
lentes dolce gabbana,3
forrada de bulgari bien,3
para las penas,3
ahí les va el apoyo pa tumbar cabezas,3
el virus contagia,3
mis carnales,3
están alumbrando,3
casi al momento quiero,3
que el dolor,3
"mermelada, mermelada mermelada",3
ay dios,3
que me maten,3
samuel fuentes,3
ya no puedo más quédate,3
no me dejes caer,3
ya no quiero verte,3
el morro,3
tú eres la luna yo soy el sol y si te acercas te voy a quemar y si te quemo te,3
tener relojes,3
yo de ti,3
la dueña de mis amores ven,3
"si tú no me quisiste, no lloraré",3
la desgracia de ser,3
que voi,3
el sombrero,3
que prometiste y no cumpliste,3
ya sabes,3
fresco soplarle,3
solo quiero olvidarte,3
no pierdas el tiempo en cosas sin valor,3
aunque yo quisiera,3
los lentes,3
mi cuna,3
ice) i was broke,3
te amo aunque no es tan fácil de decir,3
flooded cuban necklace,3
adiós le,3
y yo te haré el amor como aire,3
mi equipo,3
ya no me van a parar yo nací pa' ganar,3
para que a mi cuerpo el alma,3
amor bonito del verdadero del,3
don mayo,3
de dios esto no me lo esperaba,3
la despedida no no te quiero mentir que lastima pues por ti embargue el corazón que lastima y olvide hasta el nombre,3
lo mismo por mi que lastima hoy que solo vivía para ti tú me dices tan tranquila esta,3
creo que,3
una melodía,3
dentro de mis sentimientos,3
no puedo querer a nadie,3
y abrazarte esperarte,3
ya vete pa' su casa y pídele paella pa,3
benjamín me,3
te siento tan cerca te siento,3
te amo y no lo puedo evitar,3
un ritmo que se adapta,3
culos en el carro,3
con notas de alegría,3
y ¿,3
mi camino,3
sky brillando,3
hollywood white lebron,3
y me haces soñar,3
solo quiero que me quiera o,3
sí podremos vernos solo pa' comernos,3
charcas bill me,3
las morras me encantan,3
me gustó esta vida andar,3
me activo voy,3
a su padre,3
ya traigo los ojos rojos,3
él me,3
ya dime la verdad,3
yo te hago,3
te agarra..,3
mi corazón ven junto a mí inventaras tu,3
el mes de mayo,3
si mato de un golpe a este amor,3
el viejo,3
no todo es chamba,3
que entre tus venas,3
la gente,3
le pido tanto a,3
con claveles de pasión,3
no me preguntes por qué,3
malditos sean los besos que tú me diste a mi malditas las caricias,3
ya no me estés marcando,3
mejor me quedo sola,3
son puras mentiras,3
que ya me sé de memoria tus frases,3
yo te,3
por una eternidad,3
ya tengo celos del viento,3
de mí,3
yo me voy contigo a,3
solo sé que eres,3
para consolarme en mis sueños,3
ni el tiempo,3
que por ti,3
que mi vida,3
porque tu,3
estar feliz contigo,3
eso lo siento aquí en la piel,3
qué me importa,3
el pedo,3
por pedirte tanto,3
yo te regalaré,3
si quieren guerra,3
ya sé que no estás lista para perdonarme a nadie le intereso joven inmaduro hay demasiadas cosas,3
wake up and brush my teeth,3
cuando el amor,3
ya no puedo esperar,3
si yo soi el abandonado abandonado sea,3
falta tú armonía a,3
provocante y sensual,3
con quien yo vivo ahora,3
"todo lo que tiene la mujer ideal porque, mi amor",3
mi corazion te siente,3
el amor de mi vida,3
tal vez me puedas perdonar,3
mi sangre,3
un día dios,3
te atrapare maldito te lo juro,3
muy ilusionado estaba yo contigo,3
te cobre,3
no me digas que me extrañas,3
enamorado de tu piel,3
red bull,3
la nena,3
porque ahora,3
dios te salve maria llena,3
zé farrista,3
porque mi corazón,3
neton ¡uh!,3
y aunque me digan,3
yo bebo para olvidar,3
al pacino,3
no te atormentes más,3
entre lo real y mis fantasias me robas el alma,3
no te agüites,3
la que tienes arrastrandose a tus pies,3
lejos de mi vida,3
todo quedó ya en el ayer,3
la veo pasando sin ningún,3
siempre fiel,3
para que caigas en,3
me importas tú y tú y tú y solamente tú y tú y tú me importas tú y tú y tú,3
coro abrazame,3
ati mienteme,3
no me quieres,3
y yo te digo,3
verte no,3
que el sol,3
mientras tú me quieras yo estaré,3
que solo presumen para apantallar,3
si tus pretendientes,3
aún te extraño,3
lo que yo sufro sin tu presencia,3
con tiempo los sentimientos,3
romeo pero,3
sin conocerte mucho,3
mis amigos,3
las playas,3
soy muy enamorado,3
me siento a gusto,3
te desprecié,3
y este,3
amar es un milagro,3
y yo te amé como nunca jamás lo imaginé como arrancarme de tu piel a tu recuerdo,3
me siento libre de tus múltiples mentiras pa,3
con una historia,3
por corona tengo la cara del sol,3
sé que nada,3
no me hubiera enamorado de toditas tus mentiras,3
no me lo creo en el amor,3
la muerte me acecha y yo aquí la espero,3
el evangelio del sueño,3
porque te estoy,3
sin saber de ti,3
reynosa tamaulipas,3
ya no eres mía,3
name party,3
"la soledad me atormenta, me duele tu ausencia",3
si no regresas pronto,3
dime cómo permaneces en mí,3
"para mí se hicieron nada, nada",3
por billetes,3
bien pilas,3
ti ahora,3
no puedo estar sin ti,3
no se me olvida tu nombre,3
estoy aquí,3
yo me quedo,3
y sé,3
si al final,3
sin hacer muecas te enseño a poner tu autoestima,3
aveces te extraño aveces te extraño tanto aveces te extraño,3
ese bobo que) te enseño a beber,3
no hay colores todo es gris,3
yo soy pobre no soy rico,3
me quedo aquí todo perdido y deztrozado hoy,3
porque tienes que aceptarlo que me amas tú también,3
no dijo nada,3
lo siento mucho,3
el corrido,3
toma mi mano con fuerza,3
yo te seguiré,3
te seré incondicional yo te amaré porque sigo,3
y he jurado serte fiel,3
con esos ojitos,3
yo sé bien perdería la razón sin ti mi vida,3
porque yo ya estaba,3
ya no queda mucho de lo que sentimos,3
por el amor,3
te quiero pero te quiero olvidar,3
no sé cómo,3
pero no me digas que me quitas tu amor porque me quitas la vida,3
pero sé mi vida,3
me gusta cumplir de todos mi antojos,3
las traigo a mi lado,3
las mejores plebes,3
por que te amo,3
pura perdición,3
si no saben,3
con el norteño,3
y pa' quemar un cigarrito,3
se alebrestan,3
lo que paso,3
tú nadie como tú,3
te colgare en una medallita,3
"me equivoque, castígame me equivoque",3
tu dulzura y fortaleza,3
tu tesón por conquistarme,3
estos labios que te esperan ansiosos de besos,3
siempre sabras que,3
por que te amo ohoh,3
no supiste valorar,3
con mis sentimientos,3
"me equivoque, perdóname me equivoque",3
el espejo,3
como es que no presintieron que tu amor fingido iba a traicionarme,3
por eso quiero decirte,3
"uff, mi amor",3
si no hago que respeten,3
y yo siempre he tenido miedo,3
el camino es duro,3
los brothers,3
ni que valieras,3
hasta al mismo diablo,3
tú y yo que perversa manera de amar,3
por ahí dicen,3
ti quisiera,3
com seu vestido,3
chita tudo,3
el tiempo no perdona,3
un poquito más suave,3
allí está el tiburón,3
hoy las cosas,3
como es que permitieron que tu te metieras dentro de mi sangre,3
al dejar que yo te amara,3
los carros del año,3
no la merezco,3
lo mas seguro,3
ya tú sabes,3
el trabajo,3
la sigo extrañando,3
siempre estoy tomando,3
tratando de ahogar el corazón a tequilazos,3
perdón amor,3
poco a poco,3
no se me agüite,3
los delta,3
tú me tenias y yo estaba sola,3
no funciona no hiciste nada cuando estaba rota te fuiste como si nada,3
ya no quiero mirar,3
ya no tiene caso,3
como piolín,3
que diosito,3
son las cosas,3
no no te preocupes por mí aquí,3
y te amaré,3
bonita pareja,3
las nubes,3
hoy los buenos recuerdos,3
un último esfuerzo no valga la pena,3
hoy te intento,3
la mitad de mi alma,3
soy como un buen restaurant,3
la tambora que me toquen el quelite después,3
el mundo sin ti pero,3
mi pecho,3
te lleno de rosas,3
ti estoy,3
su mano derecha,3
ave maría,3
las chimbas están bellas ¿,3
ese viejo,3
muy bonito,3
tu muñeca,3
a la lencha,3
sol que,3
porque me miro al espejo,3
para despertar al poeta dormido,3
odio ser el tonto,3
por favor atiende mi solisitud,3
si las palabras nunca me salen,3
no pienso en ti no pienso en ti para,3
te vi llover tornados,3
y me quedé bailando,3
salió el sol y el viento,3
el tiempo pasará y seguiremos escribiendo,3
que hay una daga envenenada,3
como le van a poner,3
por ahí se oyeron rumores de que el mundo,3
te invito a escribir,3
pues la música,3
los radios,3
amigo de los soldados,3
uy ay me,3
me puse tacones,3
porque lo nuestro,3
si para ti,3
sudaban por el nervio,3
la fiesta,3
tú escuches,3
te perdono pero ya no vuelvo yo contigo vete,3
por qué la carne,3
paso me enamoraba no me importaba que la gente,3
nos mirara para mi éramos solo tu y yo bailando hasta sentía que la pista,3
se acababa se que recuerdas como mis manos,3
te quiero besar,3
la única salida,3
tus ojos me,3
de su tiempo en su piel,3
te quiero más,3
si juraba que te amaba,3
cuando quiero hablarte,3
y pa' estar lejos de ti mejor,3
todo se merece,3
de niño,3
un rolex,3
si me tienes,3
soy otro perdedor que se refugia en el bendito,3
el terreno,3
con fuerza me aguanto el llanto,3
con los del barrio,3
pues le ayuda a olvidar,3
que todo el pisto,3
no sé qué voy hacer,3
soy otro perdedor que,3
soy de la raza del mayo,3
chapo guzman,3
y yo la vuelo de madrid,3
mota no,3
el mayor de los ranas,3
puro kamikaze,3
ya me voi,3
no cualquiera,3
la cosecha,3
el niño,3
la vida me enseño que si un amor nos,3
pero eso me pasa tan solo por quererte,3
vendedora de amor ofrecedora,3
